,author,title,source,date,target
20270,By Tom Kertscher ,"""In her nearly decade and (a) half in Congress, Tammy Baldwin has sponsored 105 bills. Only three have been enacted into law.""",Jeff Fitzgerald," August 6, 2012",mostly-true
20271,By Erin O'Neill ,"""Guns have murdered more Americans here at home in recent years than have died on the battlefields of Iraq and Afghanistan.""",Frank Lautenberg," August 6, 2012",half-true
20272,By Willoughby Mariano ,Says his plan to end the toll on Ga. 400 fulfills his campaign promise to commuters.,Nathan Deal," August 6, 2012",barely-true
20273,By Dave Umhoefer ,"As a congressman, Mark Neumann ""voted four times to increase our debt.""",Eric Hovde," August 5, 2012",half-true
20274,By Bill Wichert ,"Says Congressman Jon Runyan does not want to cut taxes for the middle class, but only for millionaires.",Democratic Congressional Campaign Committee," August 5, 2012",barely-true
20275,By C. Eugene Emery Jr. ,"""An April study found that about 70 percent of ads in this election cycle have been negative [due to SuperPACs], up from only 9 percent through the same period in 2008.""",Sheldon Whitehouse," August 5, 2012",mostly-true
20276,By Janie Har ,"Says ""About 7 in 10 of Oregon’s inmates are in prison for violent crimes and serious sex offenses.""",Steve Doell," August 3, 2012",true
20277,By Ian K. Kullgren ,"Says Measure 11 is ""one of the most significant reasons"" for decrease in violent crime.",Steve Doell," August 3, 2012",mostly-true
20278,By W. Gardner Selby ,"Says the ""largest tax increase in American history is set to occur on January 1st unless President Obama and Congress can come to an agreement.""","Francisco ""Quico"" Canseco"," August 3, 2012",half-true
20279,By Molly Moorhead ,"Mitt Romney is proposing a tax plan ""that would give millionaires another tax break and raises taxes on middle class families by up to $2,000 a year.""",Barack Obama," August 3, 2012",mostly-true
20280,By Sean Gorman ,"Tim Kaine, as governor, proposed tax increases on people earning ""as little as $17,000.""",George Allen," August 3, 2012",true
20281,By Tom Kertscher ,"Says U.S. Senate opponent Eric Hovde ""supported billions in stimulus for high-speed rail""  and ""billions more to bail out banks.""",Mark Neumann," August 3, 2012",half-true
20282,By Erin O'Neill ,"""The president’s health care law raids Medicare by more than $500 billion and creates a Medicare rationing board — a group of 15 unelected bureaucrats — to slow the growth of Medicare spending.""",Scott Garrett," August 3, 2012",barely-true
20283,By Stephen Koff ,"In 2010, Betty Sutton ""voted to destroy Medicare.""",National Republican Congressional Committee," August 3, 2012",false
20284,By Willoughby Mariano ,"""There are close to 900,000 unemployed veterans in America right now.""",Sanford Bishop," August 3, 2012",true
20285,By Louis Jacobson ,"""One out of every two kids who are graduating college right now can't find a job.""",Republican Jewish Coalition," August 2, 2012",mostly-true
20286,By Katie Sanders ,"John Mica ""voted to borrow $10 trillion.""",Sandy Adams," August 2, 2012",half-true
20287,By Sue Owen ,Says 1 in 7 American families is on food stamps.,Sarah Palin," August 2, 2012",true
20288,By Bill Wichert ,"""The judicial system is the most underfunded in this state, able to only pay 52 percent of its obligations. Meanwhile, judges get some of the richest pensions of all public employees.""",Shirley Turner," August 2, 2012",true
20289,By Stephen Koff ,"""Under the Obama administration’s bailout of General Motors, Ohio dealerships were forced to close.""",Mitt Romney," August 2, 2012",half-true
20290,By C. Eugene Emery Jr. ,"The Congressional Budget Office ""has already doubled its estimate for the cost (of Obamacare) so far from roughly $800 billion to $1.7 trillion.""",Michael Riley," August 2, 2012",false
20291,By Louis Jacobson ,"""U.S. Olympic medal winners will owe up to $9,000 to the IRS.""",Americans For Tax Reform," August 1, 2012",barely-true
20292,By Jon Greenberg ,"It’s ""typical"" for a presidential candidate to release 10 or 11 years of tax returns.",Bill Clinton," August 1, 2012",half-true
20293,By Amy Sherman ,"President Obama has ""added $4 billion in debt every day.""",Crossroads GPS," August 1, 2012",half-true
20294,By Sue Owen ,Says Milken Institute rated San Antonio as nation’s top-performing local economy.,Julián Castro," August 1, 2012",true
20295,By Tom Humphrey ,"""Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Scott DesJarlais's (TN-04) Republican Majority.""",Democratic Congressional Campaign Committee," August 1, 2012",pants-fire
20296,By Dave Umhoefer ,Says U.S. Senate candidate Eric Hovde has ‘no problem with raising taxes.’,Club for Growth," August 1, 2012",barely-true
20297,By Bill Wichert ,"Says under federal law ""we do not have any limitation on the number of guns and bullets we can buy.""",Robert Menendez," August 1, 2012",true
20298,By Tom Mooney ,"After the 9/11 terrorist attacks grounded commercial air traffic, ""there was a temperature drop while the airplanes weren't flying, for the week afterwards.""",Michael J. Gardiner," August 1, 2012",barely-true
20299,By Maryalice Gill ,"""The president's first major foreign policy speech in Cairo was to apologize for our country.""",Kelly Ayotte," July 31, 2012",false
20300,By Molly Moorhead ,"""Today the Walton family of Walmart own more wealth than the bottom 40 percent of America.""",Bernie Sanders," July 31, 2012",true
20301,By Jon Greenberg ,"President Ronald Reagan sent troops into conflict ""only in one circumstance, which was in Grenada … We were in a peacekeeping setting in Lebanon.""",Mitt Romney," July 31, 2012",barely-true
20302,By Katie Sanders ,"Embryonic stem cell research is at a ""dead end, with no one good example of a successful treatment.""",Dave Weldon," July 31, 2012",barely-true
20303,By Tom Kertscher ,"Says ""millions of dollars in tax breaks"" were paid for ""by busting unions, cutting BadgerCare, and raising taxes on the poor and the middle class, thanks to Elizabeth Coggs' help.""",We Are Milwaukee," July 31, 2012",pants-fire
20304,By Jon Greenberg ,"""The White House has three staff calligraphers making between $86,000 and $97,000 each, and just one National Security Director. She makes $55,000.""",Mike Huckabee," July 30, 2012",barely-true
20305,By Amy Sherman ,"FCAT tests ""account for less than 1 percent of the instructional time provided during the year.""",Gerard Robinson," July 30, 2012",false
20306,By Dave Umhoefer ,"""Donna Shalala left me with 12 million doses"" of smallpox vaccine and ""I created enough"" to vaccinate ""every man, woman and child against smallpox in America.""",Tommy Thompson," July 30, 2012",true
20307,By Erin O'Neill ,"""What I look at every month is how many more New Jerseyans are back to work. You have another 9,900 last month that are back to work and over almost 90,000 that are back to work now since I became governor.""",Chris Christie," July 30, 2012",false
20308,By Bartholomew Sullivan ,"Says his ""patents in ultrasound have revolutionized modern medicine.""",George Flinn," July 30, 2012",pants-fire
20309,By Sean Gorman ,Says former Sen. George Allen voted four times to raise his own pay.,Tim Kaine," July 30, 2012",mostly-true
20310,By Guy Boulton ,"A study showed that President Barack Obama’s health-care reforms will ""devastate Wisconsin"" by pushing people off employer-sponsored insurance, driving up premiums, increasing dependency and making 122,000 people ineligible for Medicaid.",Scott Walker," July 29, 2012",false
20311,By Bill Wichert ,"Says Chris Christie ""has refused to fund pensions by billions of dollars,"" and got legislative approval to begin ""properly funding pensions"" in 2018.",Dannel Malloy," July 29, 2012",mostly-true
20312,By Jake Berry ,"Says Democrats racked up a $1 billion state deficit, while Republicans under Bill O'Brien balanced the budget.",New Boston Republican Committee," July 29, 2012",false
20313,By Edward Fitzpatrick ,"""The largest number of bankruptcies in our country are really as a result of health care.""",Patrick Kennedy," July 29, 2012",half-true
20314,By Eric Stirgus ,"""The voting public had no say"" in the Atlanta region’s proposed transportation project list.",Lights For Liberty," July 28, 2012",barely-true
20315,By Sue Owen ,Says U.S. is giving seven Alaskan islands to Russia.,Wes Riddle," July 27, 2012",false
20316,By Ian K. Kullgren ,"Says Minnesota has more Fortune 500 companies than Oregon and ""one of the most obvious differences is they've invested in their schools.""",Jefferson Smith," July 27, 2012",mostly-true
20317,By W. Gardner Selby ,"Says Donna Campbell is pushing a 35 percent sales tax extending to medicine, groceries and real estate.",Jeff Wentworth," July 27, 2012",pants-fire
20318,By Jon Greenberg ,Says Romney had the uniforms for the 2002 Winter Olympic games made in Burma.,Priorities USA Action," July 27, 2012",barely-true
20319,By Michael Collins ,"""Diane Black voted to fund Obamacare.""",Lou Ann Zelenik," July 27, 2012",false
20320,By W. Gardner Selby ,"Says PolitiFact ""validated and independently documented"" its ""criminal history"" claims about Adan Ballesteros.",Texans for Accountable Government," July 27, 2012",barely-true
20321,By Tom Kertscher ,"Says U.S. Rep. Sean Duffy is among seven ""Tea Party freshmen"" who ""spent an average of $15,000 on cars for themselves.""",Scott  Keyes," July 27, 2012",pants-fire
20322,By Erin O'Neill ,"""As we watch the news from Colorado with horror and sympathy for the families, we should remember that each day more than 80 Americans are killed by gunfire, unnecessary tragedies.""",Rush Holt," July 27, 2012",half-true
20323,By Nancy  Madsen ,"""I ended up my time as governor with a general fund budget that was smaller than the one I started with.""",Tim Kaine," July 27, 2012",true
20324,By Joe Guillen ,"""Mike Dovilla’s big ideas like expanding the Ohio Motion Picture Tax Credit, which helped bring films like ‘The Avengers’ to Cleveland, have helped make our state No. 1 in the Midwest for job creation.""",Mike Dovilla," July 27, 2012",half-true
20325,By Willoughby Mariano ,Taxes on groceries and medicine will rise under a plan to improve roads and rail for metro Atlanta.,Vincent Fort," July 27, 2012",mostly-true
20326,By C. Eugene Emery Jr. ,"""In 2010, Mr. [Anthony] Gemma described himself as a 'pro-life' candidate. Now, he claims to be pro-choice.""",NARAL Pro-Choice America," July 27, 2012",true
20327,By W. Gardner Selby ,"Says he has seen Border Patrol signs near the Mexico border in English, Spanish and Chinese.",David Dewhurst," July 26, 2012",true
20328,By Louis Jacobson ,"President Obama was saying success ""is the result of government,"" not ""hard-working people,"" when he said, ""If you've got a business, you didn't build that. Somebody else made that happen.""",Mitt Romney," July 26, 2012",false
20329,By Amy Sherman ,"Twenty two years ago, when he was running for governor, Bill Nelson missed 56 percent of his votes in the U.S. House.",Connie Mack," July 26, 2012",true
20330,By Molly Moorhead ,"Says India ""gained jobs thanks to Romney.""",Priorities USA Action," July 26, 2012",half-true
20331,By Sue Owen ,"Says David Dewhurst ""explicitly advocated"" a guest worker program for all illegal immigrants.",Ted Cruz," July 26, 2012",mostly-true
20332,By James B. Nelson ,"The new 21st State Senate district was ""created in secret for Van Wanggaard. It was drawn within half a block of his house.""",John Lehman," July 26, 2012",true
20333,By Erin O'Neill ,"""We created as many jobs in the first six months of this year as we did in all of 2011 and 2011 was the best single year for private-sector job growth since the year 2000.""",Chris Christie," July 26, 2012",true
20334,By Louis Jacobson ,"""Thousands (in China) owe their jobs to Mitt Romney's companies.""",Priorities USA Action," July 25, 2012",half-true
20335,By Jon Greenberg ,"Says Mitt Romney ""backed a bill that outlaws all abortions, even in cases of rape and incest.""",Barack Obama," July 25, 2012",pants-fire
20336,By Katie Sanders ,"Says Barack Obama ""counted on Sandy Adams"" to approve stimulus spending.",John Mica," July 25, 2012",pants-fire
20337,By Jon Greenberg ,"""There's a loophole where you can sell guns without a background check … 40 percent of guns are sold that way"" at gun shows and over the Internet.",Michael Bloomberg," July 25, 2012",half-true
20338,By Amy Sherman ,"""This year in Congress (Connie Mack IV) has missed almost half of his votes.""",Dave Weldon," July 25, 2012",barely-true
20339,By Tom Kertscher ,"""Obamacare"" is the ""biggest tax increase in American history.""",Mark Neumann," July 25, 2012",false
20340,By Angie Drobnic Holan ,"The health care law includes ""a 3.8% sales tax"" on ""all real estate transactions.""",Chain email," July 25, 2012",pants-fire
20341,By Bill Wichert ,"Says President Barack Obama ""doubled the national debt, which had taken more than two centuries to accumulate, in one year.""",Chain email," July 25, 2012",pants-fire
20342,By Eric Stirgus ,"The state of Georgia has lost 200,000 total jobs and 50,000 construction jobs since May 2007.",Kasim Reed," July 25, 2012",true
20343,By Henry J.  Gomez ,"""When Josh Mandel claims to have accepted three debates with Sen. Sherrod Brown, he is lying. He has accepted ZERO proposed debates.""",Sherrod Brown," July 25, 2012",pants-fire
20344,By Louis Jacobson ,"""Gov. Romney's plan would cut taxes for the folks at the very top.""",Barack Obama," July 24, 2012",mostly-true
20345,By W. Gardner Selby ,Says Texas proved in court that more than 200 dead people voted in the latest Texas election.,Greg Abbott," July 24, 2012",barely-true
20346,By Sue Owen ,"Says Michael Cargill was ""arrested and incarcerated in Bell County.""",Adan Ballesteros," July 24, 2012",barely-true
20347,By Richard Locker ,"Gov. Bill Haslam is ""making our Economic Development department Sharia compliant"" by hiring a woman ""who specializes in Sharia compliance. That’s what her job is.""",Woody Degan," July 24, 2012",pants-fire
20348,By Willoughby Mariano ,"A proposed tax to fund transportation projects would spend $90,000 to take a single vehicle off the road during the morning and afternoon commute.",Steve Brown," July 24, 2012",false
20349,By Louis Jacobson ,"""USA is #1 in gun violence.""",Facebook posts," July 23, 2012",half-true
20350,By Jon Greenberg ,"Stimulus dollars paid for ""windmills from China.""",Mitt Romney," July 23, 2012",barely-true
20351,By Louis Jacobson ,"""Nearly 100,000 people get shot every year. That's 270 people a day and 87 dead.""",Facebook posts," July 23, 2012",mostly-true
20352,By Tom Kertscher ,"Says ""Obamacare"" is ""the largest middle-class tax increase in history.""",Jeff Fitzgerald," July 23, 2012",pants-fire
20353,By Erin O'Neill ,"""I used my line-item veto authority to veto $360 million dollars in special interest spending, so that our budget this year ... is still smaller than the fiscal year 2008 and 2009 budgets signed by my predecessor.""",Chris Christie," July 23, 2012",false
20354,By Willoughby Mariano ,"The U.S. initially had three federal felonies: treason, piracy, and counterfeiting securities and money.",Paul Broun," July 23, 2012",mostly-true
20355,By Jake Berry ,Says New Hampshire has the third-highest property tax in the country.,Jackie Cilley," July 23, 2012",true
20356,By Lee Logan ,"The Pasco County budget ""has doubled in the past three years.""",Rachel O'Connor," July 22, 2012",false
20357,By Erin O'Neill ,"Says President Barack Obama ""has not raised taxes.""",Bill Pascrell," July 22, 2012",false
20358,By Bartholomew Sullivan ,"""Obamacare"" represents ""the largest tax increase in the history of the world.""",Charlotte Bergmann," July 22, 2012",pants-fire
20359,By C. Eugene Emery Jr. ,"""Rhode Islanders pay among the highest auto repair bills in the nation.""",Robert DiMuccio," July 22, 2012",true
20360,By Katie Sanders ,"Says Jim Frishe wanted to ""tax us for doing our taxes"" through an accountant.",Accountability in Government," July 20, 2012",true
20361,By Amy Sherman ,"Says he could be ""the first president in modern history to be outspent.""",Barack Obama," July 20, 2012",barely-true
20362,By Ian K. Kullgren ,On suspending system development charges for two years.,Charlie Hales," July 20, 2012",half-flip
20363,By Jon Greenberg ,"The Obama administration ""has been outsourcing"" by sending money to ""solar and wind energy companies that end up making their products outside the United States.""",Mitt Romney," July 20, 2012",half-true
20364,By Jon Greenberg ,Says stimulus money went to buy electric cars from Finland as a payback to Obama supporters.,Mitt Romney," July 20, 2012",false
20365,By Katie Sanders ,"Says Jeff Brandes voted to allow state-run Citizens Property Insurance to dump policies onto ""out-of-state, unregulated private companies.""",Committee to Protect Florida," July 20, 2012",mostly-true
20366,By W. Gardner Selby ,Says no city comparable in size to Austin or smaller was broken into as many congressional districts.,Daniel Rodriguez," July 20, 2012",mostly-true
20367,By Tom Feran ,"The Affordable Care Act ""will likely go down as the biggest tax increase in history.""",Josh Mandel," July 20, 2012",pants-fire
20368,By Eric Stirgus ,The transportation sales tax would cost the average consumer an estimated $112 a year.,John Watson," July 20, 2012",mostly-true
20369,By Louis Jacobson ,"Over the last six months, President Barack Obama has golfed 10 times and held 106 fundraisers, but his jobs council has never met.",Republican National Committee," July 19, 2012",true
20370,By Sue Owen ,"Says federal debt ""doubled during the Bush administration.""",Paul Sadler," July 19, 2012",mostly-true
20371,By Janie Har ,"Unemployment among Oregon high school graduates aged 18 to 20 increased more than 200 percent from 2008 to 2011, while the U.S. average increased only 30 percent.",Cascade Policy Institute," July 19, 2012",half-true
20372,By Bill Wichert ,"Says raising the state income tax rate on millionaires to offset property taxes for other residents is ""not a tax increase. It's a tax shift.""",Lou Greenwald," July 19, 2012",pants-fire
20373,By Joe Guillen ,"""Sherrod Brown and his special interest allies in Washington are plotting to spend over $13 million"" to defeat Josh Mandel.",Ohio Republican Party," July 19, 2012",half-true
20374,By Molly Moorhead ,"Says it's not ""accidental"" that the villain in the Batman movie is named Bane.",Rush Limbaugh," July 18, 2012",pants-fire
20375,By W. Gardner Selby ,"Every ""major newspaper in Texas calls"" David Dewhurst ""a moderate.""",Club for Growth," July 18, 2012",barely-true
20376,By Michael Collins ,"""If you have ever visited Nashville or Washington D.C. you will see MANY names and initials carved into ... desks.""",Julia Hurley," July 18, 2012",barely-true
20377,By Jon Greenberg ,"Says Mitt Romney’s carried interest income was a tax ""trick.""",Barack Obama," July 18, 2012",barely-true
20378,By Angie Drobnic Holan ,"Says Debbie Wasserman Schultz ""has these offshore accounts"" like Mitt Romney.",Mary Matalin," July 18, 2012",barely-true
20379,By Molly Moorhead ,"""When I was governor, not only did test scores improve – we also narrowed the achievement gap.""",Mitt Romney," July 18, 2012",half-true
20380,By Tom Kertscher ,"Says President Barack Obama promised a ""pathway to citizenship"" to undocumented immigrants and ""didn't deliver jack squat on any of it.""",Reince Priebus," July 18, 2012",mostly-true
20381,By Bill Wichert ,"Says ""the money is in the budget"" to give a tax break to ""everyone,"" including people making more than $1 million.",Lou Greenwald," July 18, 2012",false
20382,By Sabrina  Eaton ,"""Eighty out of 82 counties in Ohio ... have an auto manufacturing facility.""",Debbie Wasserman Schultz," July 18, 2012",mostly-true
20383,By Willoughby Mariano ,"According to a national survey, transit ""ridership"" among people age 16 to 34 increased 40 percent between 2001 and 2009.",Jeff Dickerson," July 18, 2012",half-true
20384,By W. Gardner Selby ,"Mitt Romney ""says the Arizona immigration law should be a model for the nation.""",Barack Obama," July 17, 2012",false
20385,By Sue Owen ,"Says if labor force participation rate were the same as when Barack Obama became president, unemployment would be 11 percent.",Paul Ryan," July 17, 2012",true
20386,By Molly Moorhead ,"Says Mitt Romney had millions in the Cayman Islands, a tax haven.",Barack Obama," July 17, 2012",true
20387,By Katie Sanders ,The media won’t publish a real photo of Trayvon Martin with tattoos on his face.,Chain email," July 17, 2012",pants-fire
20388,By Eric Stirgus ,Federal regulations required the changes to Georgia's driver’s license renewal process.,David Ralston," July 17, 2012",true
20389,By Janie Har ,"The Portland-Milwaukie Light Rail Transit Project has created 1,525 direct jobs as of June 11, 2012.",TriMet," July 16, 2012",half-true
20390,By Louis Jacobson ,"Says Mitt Romney ""had millions in a Swiss bank account.""",Barack Obama," July 16, 2012",true
20391,By Louis Jacobson ,"""If you make more than $250,000 a year … you only really take home about $125,000.""",Steve Doocy," July 16, 2012",false
20392,By Katie Sanders ,"The health care law ""adds around $800 billion of taxes on the American people. It does not discriminate between rich and poor.""",Marco Rubio," July 16, 2012",false
20393,By Jake Berry ,"""Bill O'Brien's Tea Party legislature tried to repeal kindergarten and compulsory education, defund Planned Parenthood and eliminate insurance coverage for birth control.""",New Hampshire Democratic Party," July 16, 2012",barely-true
20394,By James B. Nelson ,"""Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Sean Duffy’s Republican Majority.""",Democratic Congressional Campaign Committee," July 16, 2012",pants-fire
20395,By Bill Wichert ,"""New Jersey today has fewer employees in state government than it had when Christie Whitman left office in January of 2001, and I think that’s good. And we did it without any layoffs. We did it through attrition.""",Chris Christie," July 16, 2012",false
20396,By Tom Feran ,"""The state of Ohio has one of the lowest unemployment rates in the nation right now and is leading the pack in terms of job creation.""",Bill Johnson," July 16, 2012",barely-true
20397,By Eric Stirgus ,"Funding the federal health care law without a tax hike will ""require the state to cut nearly a quarter of its annual budget.""",Brian Robinson," July 16, 2012",false
20398,By Warren Fiske ,"Because of the health care act, ""The people who have health care and like it in this county are not going to be able to keep what they have.""",Eric Cantor," July 16, 2012",barely-true
20399,By Tom Kertscher ,"Says he ""never supported"" federal health care individual mandate.",Tommy Thompson," July 15, 2012",false
20400,By Erin O'Neill ,"""We are not producing jobs. We created 80,000 jobs last month. We don't talk about the jobs that we lost. The net of it all is that we lost jobs.""",Joseph Kyrillos," July 15, 2012",false
20401,By C. Eugene Emery Jr. ,"President Obama’s health care law says ""when you sell your house now you have to pay a 3.8 percent tax.""","Vincent ""Buddy"" Cianci"," July 15, 2012",pants-fire
20402,By Jake Berry ,"""There are 60,000 fewer jobs today in this state than we had in 2008.""",Ovide Lamontagne," July 13, 2012",half-true
20403,By Maryalice Gill ,"""America used to be the third easiest country to get established in a business. It's now number 17.""",Charles Bass," July 13, 2012",barely-true
20404,By Jon Greenberg ,"""Mitt Romney's companies were pioneers in outsourcing U.S. jobs to low-wage countries.""",Barack Obama," July 13, 2012",half-true
20405,By Dave Umhoefer ,"Says she ""stood up to"" Gov. Scott Walker on tax cuts ""for wealthy corporations"" while her congressional opponent voted with Walker.",Kelda Helen Roys," July 13, 2012",half-true
20406,By Stephen Koff ,"Sherrod Brown’s approval rating ""has plummeted to 38 percent among Ohio voters"" in a poll by a Democratic pollster.",Josh Mandel," July 13, 2012",mostly-true
20407,By Louis Jacobson ,"""83% of doctors have considered leaving the profession because of #Obamacare.""",Jeff Duncan," July 12, 2012",false
20408,By Molly Moorhead ,"""For his first interview as president, Barack Obama chose Arab TV for an apology.""",Secure America Now," July 12, 2012",barely-true
20409,By Dave Umhoefer ,"The United States can immediately tap a domestic energy resource of ""more than 1.5 trillion barrels of oil, six times more than Saudi Arabia.""",Eric Hovde," July 12, 2012",barely-true
20410,By Erin O'Neill ,"Says New Jersey’s tenure law ""has now been reformed to say that if teachers get two years of partially effective or ineffective ratings they lose tenure.""",Chris Christie," July 12, 2012",false
20411,By Sabrina  Eaton ,"""Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Jim Renacci’s Republican majority.""",Democratic Congressional Campaign Committee," July 12, 2012",pants-fire
20412,By Angie Drobnic Holan ,"The health care law could cost up to $2 trillion, ""double what we were promised.""",American Commitment," July 11, 2012",false
20413,By Janie Har ,"Says ""Your kid just ate 16 packs of sugar.""",Multnomah County," July 11, 2012",true
20414,By W. Gardner Selby ,"Says the federal government is spending $765,828 to subsidize ""pancakes for yuppies"" in Washington.",Roger Williams," July 11, 2012",half-true
20415,By Angie Drobnic Holan ,"The health care law ""imposes the largest tax increase in history on the middle class.""",American Commitment," July 11, 2012",pants-fire
20416,By Angie Drobnic Holan ,"""Bill Nelson was the deciding vote"" on the health care law.",American Commitment," July 11, 2012",barely-true
20417,By Sue Owen ,"Says recent studies indicate that nationally, only 8 percent of white voting-age citizens but 25 percent of African-American voting-age citizens lack government-issued photo IDs.",Eric Holder," July 11, 2012",mostly-true
20418,By Tom Kertscher ,"President Barack Obama’s health care reform ""slashed $500 billion from Medicare.""",Sean Duffy," July 11, 2012",barely-true
20419,By Bill Wichert ,"Says as a result of the national health care reform, ""the Congressional Budget Office says we save $250 million over the first 10 years. Over the next 10 years, we save $1.2 trillion in savings in terms of health care.""",Robert Menendez," July 11, 2012",barely-true
20420,By Willoughby Mariano ,"The health care law is ""the largest tax [increase] in the history of our country""",Phil Gingrey," July 11, 2012",false
20421,By Tom Feran ,"Cuts in local government and school funding in John Kasich’s budget caused ""many communities to seek school levies, local tax increases, layoffs.""",Ohio Democratic Party," July 11, 2012",half-true
20422,By Louis Jacobson ,"""Unemployment rate dropped in every state that elected a Republican gov. in 2010""",John  Robitaille," July 11, 2012",half-true
20423,By Amy Sherman ,"Gov. Rick Scott ""tried to kick 180,000 people off the voter rolls.""",MoveOn.org," July 10, 2012",false
20424,By Amy Sherman ,"""Every one of the 67 supervisors of elections"" in Florida refused to carry out the effort to remove noncitizens from the voter rolls.",MoveOn.org," July 10, 2012",false
20425,By Jon Greenberg ,"Says Mitt Romney ""has a corporation in Bermuda (but) failed to disclose that on seven different financial disclosures.""",Robert Gibbs," July 10, 2012",true
20426,By Louis Jacobson ,"Montana Democratic Sen. Jon Tester is ""the largest recipient of lobbyist money.""",Americans for Prosperity," July 10, 2012",half-true
20427,By Willoughby Mariano ,"Sixteen thousand new Internal Revenue Service agents will be ""empowered to enforce"" the new health care legislation.",Tom Price," July 10, 2012",barely-true
20428,By W. Gardner Selby ,"""I've never supported a payroll tax.""",David Dewhurst," July 9, 2012",false
20429,By Louis Jacobson ,"""75 percent of the Obamacare tax falls on the middle class.""",Facebook posts," July 9, 2012",false
20430,By Jon Greenberg ,""" ‘Obamacare’ puts the federal government between you and your doctor.""",Mitt Romney," July 9, 2012",false
20431,By James B. Nelson ,"Toothpaste contains ""the poison substance of fluoride.""",Jim Bohl," July 9, 2012",barely-true
20432,By Erin O'Neill ,"Says ""tenure still exists but it's been overhauled"" for teachers in New Jersey.",Stephen Sweeney," July 9, 2012",true
20433,By Eric Stirgus ,The federal government has made investments in science and technology inventing the products that led to the creation of Google.,Barack Obama," July 9, 2012",mostly-true
20434,By Tom Kertscher ,"If the U.S. didn't borrow $1.2 trillion every year ""to fund government operations,"" that money would be available ""for entrepreneurs and business people to put to work creating jobs and building and expanding their businesses.""",Mark Neumann," July 8, 2012",false
20435,By Bill Wichert ,"Says state Sen. Paul Sarlo ""said in February on NJTV, ‘there will be no tax increases in this budget’"" and ""voted the other night in the Senate Budget Committee to raise income taxes $800 million.""",Chris Christie," July 8, 2012",mostly-true
20436,By C. Eugene Emery Jr. ,"""Two thirds to three quarters of people without [health] insurance in Rhode Island work.""",Elizabeth Roberts," July 8, 2012",half-true
20437,By Michael Collins ,"""In the last 10 years, only one piece of legislation has been cosponsored and passed by"" John Duncan Jr.",Nick Ciparro," July 7, 2012",pants-fire
20438,By Sue Owen ,"Says cuts by Gov. Rick Perry's administration left ""12,000 teachers without a job.""",Julián Castro," July 6, 2012",half-true
20439,By Ian K. Kullgren ,"Says ""while state leaders have cut funding for our schools and other basic priorities, the amount of money the state is projected to give away through tax breaks increased by a whopping $3.4 billion.""",Our Oregon," July 6, 2012",mostly-true
20440,By Jon Greenberg ,"Under the health care law, ""everybody will have lower rates, better quality care and better access.""",Nancy Pelosi," July 6, 2012",false
20441,By Katie Sanders ,"Says the Congressional Budget Office ""said if you’re going to buy your own policy with these (health care) exchanges you’ll be paying 10 percent more ... about $2,100 more for a family.""",Rick Scott," July 6, 2012",barely-true
20442,By Sean Gorman ,"States still face a ""mandate"" to expand Medicaid coverage under President Obama's health care reform law.",Bob McDonnell," July 6, 2012",pants-fire
20443,By James B. Nelson ,"Voter fraud provided ""a portion"" of the margin of victory of Democrat John Lehman over Republican Sen. Van Wanggaard in a state Senate recall election.",Robin Vos," July 6, 2012",false
20444,By Louis Jacobson ,"The Supreme Court said the individual mandate ""is a tax. So it's a tax.""",Mitt Romney," July 5, 2012",mostly-true
20445,By Janie Har ,"Says Clackamas County Measure 3-401 ""will hurt our county, cripple economic growth, and increase our taxes with excessive special elections.""",Clackamas County Democrats," July 5, 2012",false
20446,By Louis Jacobson ,"The United States has ""the best health care delivery system in the world.""",John Boehner," July 5, 2012",half-true
20447,By Dave Umhoefer ,"By eliminating the public intervenor’s office, ""I was the first one to fire Kathleen Falk.""",Tommy Thompson," July 5, 2012",half-true
20448,By Amy Sherman ,"The Mack Penny Plan for the federal budget  ""would balance our budget by 2019"" and ""continues to gain support.""",Connie Mack," July 5, 2012",half-true
20449,By Erin O'Neill ,"""If you look at most of the polls, this is a margin-of-error race on Fourth of July between Mitt Romney and the president.""",Chris Christie," July 5, 2012",true
20450,By Dave Umhoefer ,"The Wisconsin Retirement System for public employees is ""a self-funded pension plan"" and ""it’s the money of the workers’ that funds it.""",  AFSCME," July 4, 2012",barely-true
20451,By Bill Wichert ,"Says ""our 12 month job increase was the sixth highest in the nation.""",Chris Christie," July 4, 2012",half-true
20452,By Tom Feran ,"""Fireworks have never been safer, and their use continues to increase each year.""",Bill Weimer," July 4, 2012",true
20453,By Janie Har ,"""We’re spending $12,000 bucks a kid a year in the school system.""",Don McIntire," July 3, 2012",true
20454,By Louis Jacobson ,"""In 1950, corporations paid $3 in taxes for every $1 by a worker. Today, they pay 22 cents for every $1 by a worker.""",Facebook posts," July 3, 2012",barely-true
20455,By Tara Merrigan ,"Says he ""passed"" eight measures, including ones to prevent groping at airport security checks and to bar ""sanctuary"" cities in Texas.",David Dewhurst," July 3, 2012",half-true
20456,By Jon Greenberg ,Says Dow Chemical decided to build a plant in Saudi Arabia rather than Oklahoma due to the impact of environmental regulations on the supply of natural gas.,Mitt Romney," July 3, 2012",false
