,Unnamed: 0,author,title,source,date,target
20124,20124,By Sue Owen ,say most texas school spend out school day mandated testing,Ted Lyon," August 29, 2012",false
20125,20125,By Becky Bowers ,report just came out that continue with president obama policy looking over percent unemployment next year the fourth quarter,Michele Bachmann," August 29, 2012",false
20126,20126,By Reginald Fields ,claim ohio gov john kasich say climate change problem,Florida Wildlife Federation," August 29, 2012",true
20127,20127,By Tom Mooney ,president obama attacking paul ryan medicare even though his administration with the help jim langevin who cut billion from medicare,Michael Riley," August 29, 2012",half-true
20128,20128,By Erin O'Neill ,say they said wa impossible balance budget the same time with billion deficit and did,Chris Christie," August 29, 2012",half-true
20129,20129,By Bill Wichert ,say tax were raised time the eight year before became governor and those increase were part path that led wealth and job and people leaving our state,Chris Christie," August 29, 2012",half-true
20130,20130,By Angie Drobnic Holan ,the health care law imposes federal mandate requiring middle class american buy health insurance whether they can afford not,Artur Davis," August 29, 2012",barely-true
20131,20131,By Louis Jacobson ,there ha been trillion debt added over the last four year,Chris Christie," August 29, 2012",mostly-true
20132,20132,By Molly Moorhead ,say president obama ha waived the work requirement for welfare,Rick Santorum," August 29, 2012",pants-fire
20133,20133,By W. Gardner Selby ,say our national debt greater than our gross domestic product,Ted Cruz," August 29, 2012",half-true
20134,20134,By Joshua Gillin ,say paul ryan tried change the whole game for social security,Barack Obama," August 28, 2012",half-true
20135,20135,By Dave Umhoefer ,household income america ha gone down for family average the last four year while went under mitt romney when wa governor massachusetts,Paul Ryan," August 28, 2012",false
20136,20136,By Amy Sherman ,you look the number illegal immigrant coming into the country net zero been that way now for almost two year,Jeb Bush," August 28, 2012",true
20137,20137,By W. Gardner Selby ,say portfolio managed the texas general land office earned percent last year while the state emergency reserve account experienced percent gain,Jerry Patterson," August 28, 2012",mostly-true
20138,20138,By Aaron Marshall ,say republican supported legislation early voting and person voting,Teresa Fedor," August 28, 2012",true
20139,20139,By Becky Bowers ,mitt romney gave away his father inheritance,Reince Priebus," August 27, 2012",true
20140,20140,By Louis Jacobson ,the past month president barack obama ha created more private sector job than the reagan recovery,Stephanie Cutter," August 27, 2012",false
20141,20141,By Maryalice Gill ,half the kid coming out college this year can find job job that consistent with college degree,Mitt Romney," August 27, 2012",true
20142,20142,By Sue Owen ,say the top percent income earner pay nearly percent all federal tax,Lamar Smith," August 27, 2012",true
20143,20143,By Jon Greenberg ,republican included the akin amendment the republican party platform which ban abortion even for rape victim,Charlie Crist," August 27, 2012",half-true
20144,20144,By Richard Locker ,say that tennessee gov bill haslam ha made clear his repeated action that will pursue policy that promotes the interest islamist sic and their radical ideology long governor,BillHislam.com," August 27, 2012",pants-fire
20145,20145,By Nancy  Madsen ,this year eric cantor ha received more money from oil company than any other member congress,Wayne Powell," August 27, 2012",false
20146,20146,By Dave Umhoefer ,say senate rival tommy thompson want give new tax cut millionaire like himself while raising tax the middle class,Tammy Baldwin," August 27, 2012",half-true
20147,20147,By Bill Wichert ,got the highest corporate tax rate the world,Joseph Kyrillos," August 27, 2012",mostly-true
20148,20148,By Sean Gorman ,the state government workforce grew when tim kaine wa governor,George Allen," August 27, 2012",barely-true
20149,20149,By Willoughby Mariano ,independent voter have ten point margin favor mitt romney right now,Bob McDonnell," August 26, 2012",mostly-true
20150,20150,By Molly Moorhead ,candidate barack obama attacked john mccain for proposing cut medicare,Mitt Romney," August 26, 2012",true
20151,20151,By Tom Kertscher ,say senate rival tammy baldwin want completely government controlled health care system that go far beyond obamacare and medicare system for all,Tommy Thompson," August 26, 2012",mostly-true
20152,20152,By Tom Humphrey ,have only one person the tva board knowledge who even ha any corporate board experience,Bob Corker," August 26, 2012",mostly-true
20153,20153,By C. Eugene Emery Jr. ,for social security which projected remain solvent through whitehouse ha cosponsored bill that would extend the life the program additional year,Sheldon Whitehouse," August 26, 2012",mostly-true
20154,20154,By Jake Berry ,his new running mate congressman ryan put forward plan that would let governor romney pay less than percent tax each year,Barack Obama," August 24, 2012",mostly-true
20155,20155,By Katie Sanders ,the romney ryan plan for medicare doe not affect benefit for anyone older,Paul Ryan," August 24, 2012",half-true
20156,20156,By Jon Greenberg ,the obama administration willfully leaked the existence stuxnet computer worm used against iran allowing our enemy learn more our secret and our operation,Special Operations OPSEC Education Fund," August 24, 2012",half-true
20157,20157,By James B. Nelson ,the price gasoline wa gallon when president barack obama took office and ha since nearly doubled because his policy,Billboard," August 24, 2012",barely-true
20158,20158,By Willoughby Mariano ,initial effort strip airport contractor their special diversity status ha effect the contract the city diversity goal,Sonji Jacobs," August 24, 2012",true
20159,20159,By Tom Feran ,say betty sutton and house democrat gutted medicare billion pay for obamacare,Jim Renacci," August 24, 2012",barely-true
20160,20160,By Louis Jacobson ,paul ryan medicare plan could raise future retiree cost more than,Barack Obama," August 23, 2012",half-true
20161,20161,By Ian K. Kullgren ,say city save estimated dental cost for every invested fluoridation,Nick Fish," August 23, 2012",mostly-true
20162,20162,By Jake Berry ,your congressman charlie bass took over from big oil,Friends of Democracy," August 23, 2012",barely-true
20163,20163,By Becky Bowers ,say obama put unelected unaccountable bureaucrat charge medicare who are required cut medicare that will lead denied care for current senior,Paul Ryan," August 23, 2012",barely-true
20164,20164,By Molly Moorhead ,mitt romney say class size don matter,Barack Obama," August 23, 2012",true
20165,20165,By W. Gardner Selby ,say texas constable have died the line duty,Bruce Elfant," August 23, 2012",true
20166,20166,By Dave Umhoefer ,say senate hopeful tammy baldwin voted for trillion stimulus bill that included wasteful replace light bulb,Crossroads GPS," August 23, 2012",barely-true
20167,20167,By Erin O'Neill ,haven raised tax the time been the governor new jersey,Chris Christie," August 23, 2012",half-true
20168,20168,By Stephen Koff ,say that massachusetts governor mitt romney condemned coal fired plant saying they kill people,Barack Obama," August 23, 2012",mostly-true
20169,20169,By Katie Sanders ,florida they already talking about how the ryan romney plan will end medicare and replace with voucher,Barack Obama," August 22, 2012",barely-true
20170,20170,By Jon Greenberg ,the obama administration leaked information deliberately otherwise that led the identification the pakistani doctor that helped achieving our goal and killing bin laden,Special Operations OPSEC Education Fund," August 22, 2012",false
20171,20171,By Bill Wichert ,say congressman paul ryan and todd akin sponsored legislation limit federal funding for abortion victim forcible rape,John Wisniewski," August 22, 2012",true
20172,20172,By Tom Kertscher ,led the fight require the coast guard buy their engine from not foreign company,Tammy Baldwin," August 22, 2012",barely-true
20173,20173,By Eric Stirgus ,clayton county public school recently achieved milestone that ha eluded other metropolitan district across the state meeting federal guideline for having highly qualified staff,Clayton County Schools," August 22, 2012",true
20174,20174,By Brittany Alana Davis ,small business district needed different permit and fee just able expand,Connie Mack," August 21, 2012",mostly-true
20175,20175,By Nancy  Madsen ,tim kaine supported higher energy cost for family,U.S. Chamber of Commerce," August 21, 2012",barely-true
20176,20176,By Tom Mooney ,rep peter petrarca voted two piece legislation that helped auto body shop and that point think there conflict interest,Gregory J. Costantino," August 21, 2012",mostly-true
20177,20177,By W. Gardner Selby ,say appointed board created under obamacare will have the ability come between you and your doctor determining the best treatment option for you,John Carter," August 21, 2012",false
20178,20178,By Willoughby Mariano ,supporting the charter school amendment,John Barge," August 21, 2012",half-flip
20179,20179,By Tom Feran ,say house republican spent million vote repeal obamacare,Betty Sutton," August 21, 2012",false
20180,20180,By Angie Drobnic Holan ,under the president plan cut medicare billion take that money out the medicare trust fund and us pay for obamacare,Mitt Romney," August 20, 2012",half-true
20181,20181,By Jon Greenberg ,day after the osama bin laden raid hollywood wa invited into the white house that they could receive briefing that revealed intelligence source and method,Special Operations OPSEC Education Fund," August 20, 2012",barely-true
20182,20182,By Amy Sherman ,say bill nelson voted raise our tax time,Connie Mack," August 20, 2012",false
20183,20183,By James B. Nelson ,say under wisconsin law cannot remove his name from the ballot for election congress,Paul Ryan," August 20, 2012",true
20184,20184,By Bill Wichert ,say jon corzine gave away percent raise over year and stood the front step the capitol public sector union rally and said will fight get you great contract,Chris Christie," August 20, 2012",mostly-true
20185,20185,By Zack McMillin ,from standpoint the county government neither school system ha received increase funding over the past six year,Martavius Jones," August 20, 2012",true
20186,20186,By W. Gardner Selby ,ted cruz unknown the vast majority texan,Paul Sadler," August 20, 2012",barely-true
20187,20187,By Tom Kertscher ,say gov scott walker raise the pay inmate but don raise the pay staff our correctional institution,Marty Beil," August 19, 2012",barely-true
20188,20188,By Bill Wichert ,say rep rush holt frank pallone and bill pascrell are willing jeopardize senior access coverage gutting billion from medicare pay for big government healthcare takeover,National Republican Congressional Committee," August 19, 2012",pants-fire
20189,20189,By C. Eugene Emery Jr. ,thirty percent sheldon whitehouse campaign money coming from special interest,Barry Hinckley," August 19, 2012",mostly-true
20190,20190,By Henry J.  Gomez ,paul ryan got his start politics young staffer just out college working for then congressman john kasich budget committee,Chris Redfern," August 17, 2012",half-true
20191,20191,By Louis Jacobson ,paul ryan would outlaw vitro fertilization,Ultraviolet," August 17, 2012",half-true
20192,20192,By W. Gardner Selby ,while barack obama preaches are our brother keeper his brother and aunt live real poverty kenya,Bill Zedler," August 17, 2012",mostly-true
20193,20193,By Ian K. Kullgren ,say she doe the job state auditor secretary state and lieutenant governor for less than the price one them washington state,Kate Brown," August 17, 2012",barely-true
20194,20194,By Sue Owen ,say texas business climate education,Kinky Friedman," August 17, 2012",half-true
20195,20195,By W. Gardner Selby ,austin the largest city the texas with geographic representation it city council,Austinites for Geographic Representation," August 17, 2012",true
20196,20196,By Amy Sherman ,floridian are able vote but their governor won tell them,American Civil Liberties Union of Florida," August 17, 2012",false
20197,20197,By Dave Umhoefer ,say paul ryan support banning all abortion even case rape incest,Barack Obama," August 17, 2012",half-true
20198,20198,By Willoughby Mariano ,nascar fan are twice likely non fan serve the military and percent active servicemembers and veteran are nascar fan,Steve Phelps," August 17, 2012",mostly-true
20199,20199,By Tom Feran ,claim joe biden said coal more dangerous than terrorist,Mitt Romney," August 17, 2012",barely-true
20200,20200,By Michael Collins ,after one year tennessee student made their biggest single year jump achievement ever recorded the state,Arne Duncan," August 16, 2012",mostly-true
20201,20201,By Louis Jacobson ,say mitt romney and paul ryan want turn medicare into voucher system,Barack Obama," August 16, 2012",mostly-true
20202,20202,By Tom Kertscher ,say paul ryan want cut pell grant scholarship for nearly million student,Eva Longoria Baston," August 16, 2012",half-true
20203,20203,By Erin O'Neill ,say about kid this country leave their home state and another state educated out that young people them are from new jersey far the largest amount,Lou Greenwald," August 16, 2012",half-true
20204,20204,By Joshua Gillin ,say president obama said the national debt don have this done three year then there going one term proposition,Americans for Prosperity," August 16, 2012",false
20205,20205,By Angie Drobnic Holan ,say barack obama robbed medicare billion pay for obamacare,Mitt Romney," August 15, 2012",barely-true
20206,20206,By Angie Drobnic Holan ,say paul ryan budget relies the same billion saving from medicare that mitt romney and other republican have been attacking democrat about,Stephanie Cutter," August 15, 2012",true
20207,20207,By Erin O'Neill ,say republican hasn won election for presidency new jersey since,Chris Christie," August 15, 2012",true
20208,20208,By Tom Mooney ,brendan doherty want raise the eligibility age for social security benefit for anyone born after with regard for the challenge would cause for people working physically demanding occupation,David Cicilline," August 15, 2012",false
20209,20209,By Aaron Sharockman ,florida ha more concealed weapon permit than any other state,Rick Scott," August 14, 2012",true
20210,20210,By Jon Greenberg ,say mitt romney want end tax credit for wind producer,Barack Obama," August 14, 2012",true
20211,20211,By Louis Jacobson ,say rep martin heinrich spent trillion our tax dollar stimulus for failed company here and job overseas,American Future Fund," August 14, 2012",false
20212,20212,By Jon Greenberg ,mitt romney the first major party candidate for president the united state modern time not release least year tax return,Debbie Wasserman Schultz," August 14, 2012",false
20213,20213,By Eric Stirgus ,voter turnout for some group the presidential general election georgia wa far greater than should have been demographically,Warren Kampf," August 14, 2012",mostly-true
20214,20214,By Stephen Koff ,say josh mandel bet against ohio family,Workers' Voice," August 14, 2012",pants-fire
20215,20215,By Katie Sanders ,say ronda storm voted fund the taj mahal courthouse,Rob Turner," August 13, 2012",mostly-true
20216,20216,By Amy Sherman ,say joe garcia voted raise our utility rate,Gloria Romero Roses," August 13, 2012",half-true
20217,20217,By W. Gardner Selby ,say mitt romney said january debate that under paul ryan tax plan have paid tax the last two year,Paul Begala," August 13, 2012",barely-true
20218,20218,By Jon Greenberg ,know that romney personally approved over million fictional loss the irs part the notorious son bos tax scandal one the largest tax avoidance scheme history,Barack Obama," August 13, 2012",half-true
20219,20219,By Katie Sanders ,say state senate candidate aaron bean voted give health care subsidy illegal immigrant,Floridians for Ethics and Truth in Politics," August 13, 2012",false
20220,20220,By Bill Wichert ,actually made history came the closest year defeating frank pallone,Anna Little," August 13, 2012",false
20221,20221,By Sean Gorman ,the obama administration unwinding our nation welfare work requirement,Bob McDonnell," August 13, 2012",false
20222,20222,By Tom Feran ,sherrod brown sent billion our tax dollar foreign country,Josh Mandel," August 13, 2012",pants-fire
20223,20223,By Willoughby Mariano ,georgia spends fewer tourism advertising dollar than any other state the south,Ron Stephens," August 13, 2012",true
20224,20224,By Bartholomew Sullivan ,say the federal government mandate transexual sic and homosexual grabbing child their stranger danger zone the name airport security,Mark Clayton," August 13, 2012",pants-fire
20225,20225,By Bill Wichert ,the tax policy center found that romney would raise tax the average middle class family pay for trillion tax cut for millionaire and billionaire,New Jersey Democratic State Committee," August 12, 2012",half-true
20226,20226,By Richard Locker ,didn try push bill reduce lottery scholarship proceeds for student,Dolores Gresham," August 12, 2012",false
20227,20227,By C. Eugene Emery Jr. ,rhode island ha the most burdensome level health insurance mandate the nation,Mike Stenhouse," August 12, 2012",half-true
20228,20228,By Sue Owen ,say texas gop platform call for end teaching critical thinking public school,Gail  Collins," August 11, 2012",half-true
20229,20229,By Ian K. Kullgren ,say library district would come direct cost the city budget,Multnomah County Library Foundation," August 10, 2012",false
20230,20230,By Amy Sherman ,say ron saunders made the choice stand with rick scott expanding school voucher restricting scholarship and giving tax break the wealthy,Tomorrow's Vision of Florida," August 10, 2012",false
20231,20231,By Tom Kertscher ,say tommy thompson favor obama health care mandate wa publicly thanked obama for health reform support and that thompson say can repeal obamacare,Eric Hovde," August 10, 2012",false
20232,20232,By Tom Kertscher ,have voted every year wisconsin,Tommy Thompson," August 10, 2012",false
20233,20233,By Louis Jacobson ,say barack obama ha deported more people than any other president this country history,American Principles in Action," August 10, 2012",half-true
20234,20234,By Dave Umhoefer ,say senate rival tommy thompson big corporate lobbyist and ha been lobbying during the middle the campaign,Eric Hovde," August 10, 2012",half-true
20235,20235,By Tom Kertscher ,say senate rival eric hovde refused pay his property tax until wa taken court,Tommy Thompson," August 10, 2012",mostly-true
20236,20236,By Janie Har ,art robinson say social security should ended through attrition,Peter DeFazio," August 10, 2012",mostly-true
20237,20237,By Joshua Gillin ,the property appraiser budget million less today than when took office year ago,Rob Turner," August 10, 2012",true
20238,20238,By Reginald Fields ,say the central ohio human trafficking task force the first task force it kind central ohio,Mike DeWine," August 10, 2012",mostly-true
20239,20239,By Willoughby Mariano ,united nation arm treaty would almost certainly force the create international gun registry setting the stage for full scale gun confiscation,Paul Broun," August 10, 2012",false
20240,20240,By Louis Jacobson ,say mitt romney paid only percent tax probably less than you,Barack Obama," August 9, 2012",half-true
20241,20241,By Katie Sanders ,aaron bean voted give illegal immigrant state tuition,Floridians for Ethics and Truth in Politics," August 9, 2012",mostly-true
20242,20242,By Molly Moorhead ,gov romney himself with other republican governor supported policy that would have eliminated the time limit the welfare reform law and allowed people stay welfare forever,Jay Carney," August 9, 2012",false
20243,20243,By Jon Greenberg ,say mitt romney and bain capital are blame woman premature death when they closed the plant where her husband worked,Priorities USA Action," August 9, 2012",false
20244,20244,By Joshua Gillin ,bill nelson vote for the affordable care act cut billion from medicare pay for new government program,American Commitment," August 9, 2012",barely-true
20245,20245,By Janie Har ,this ban will only apply oregon commercial fisherman washington commercial fisherman would still allowed use gillnets the columbia river,Salmon for All," August 9, 2012",half-true
20246,20246,By Jeffrey S.  Solochek ,florida secretary state kurt browning allowed illegal voter register florida,Heather Fiorentino," August 9, 2012",pants-fire
20247,20247,By Erin O'Neill ,one the key thing about leonard lance that when you look the project vote smart website wa not for gun now ha gone too far the right saying that you can carry concealed weapon national park,Upendra Chivukula," August 9, 2012",barely-true
20248,20248,By Joe Guillen ,thousand politician from across ohio along with their relative employee and friend are still eligible serve the proposed redistricting commission,Protect Your Vote Ohio," August 9, 2012",mostly-true
20249,20249,By Tom Mooney ,june actually had more people social security disability than the job that were created,Allen West," August 9, 2012",true
20250,20250,By James B. Nelson ,president obama and nancy pelosi said obamacare would save money because they factored year worth tax revenue and only six and half year worth expense,Eric Hovde," August 8, 2012",half-true
20251,20251,By Louis Jacobson ,june jobless rank were higher nearly percent city,Mitt Romney," August 8, 2012",barely-true
20252,20252,By Jon Greenberg ,say mitt romney opposes requiring employer cover contraception and would eliminate funding for planned parenthood,Barack Obama," August 8, 2012",true
20253,20253,By Tom Kertscher ,say never voted for tax increase,Mark Neumann," August 8, 2012",false
20254,20254,By Eric Stirgus ,have reduced funding for education the least they suffered the least cut,Fran Millar," August 8, 2012",half-true
20255,20255,By Aaron Marshall ,ninety percent the topsoil ha inadequate moisture grow crop,John Kasich," August 8, 2012",true
20256,20256,By Molly Moorhead ,under obama plan for welfare you wouldn have work and wouldn have train for job they just send you your welfare check,Mitt Romney," August 7, 2012",pants-fire
20257,20257,By Molly Moorhead ,say obama refuse recognize jerusalem the capital israel,Mitt Romney," August 7, 2012",half-true
20258,20258,By Molly Moorhead ,president barack obama ha never visited israel,Mitt Romney," August 7, 2012",true
20259,20259,By Amy Sherman ,say connie mack ha been promoter for hooter with history bar room brawling altercation and road rage,Bill Nelson," August 7, 2012",mostly-true
20260,20260,By Jon Greenberg ,say romney would add trillion the deficit while obama would cut the deficit trillion,Barack Obama," August 7, 2012",half-true
20261,20261,By Eric Stirgus ,say georgia rank near the bottom per caput transportation spending,Stacey Abrams," August 7, 2012",true
20262,20262,By Nancy  Madsen ,when left the senate were trajectory towards balanced budget,George Allen," August 7, 2012",half-true
20263,20263,By C. Eugene Emery Jr. ,medicare insurance premium will rising per month and per month,Chain email," August 7, 2012",pants-fire
20264,20264,By Sabrina  Eaton ,president obama lawsuit claim unconstitutional for ohio allow serviceman and woman extended early voting privilege during the state early voting period,Mitt Romney," August 6, 2012",false
20265,20265,By Janie Har ,without westside max need add lane the sunset highway,TriMet," August 6, 2012",barely-true
20266,20266,By Katie Sanders ,say gov jeb bush vetoed the qui one plan because wa taxation without representation large scale,Alan Grayson," August 6, 2012",half-true
20267,20267,By Louis Jacobson ,say mitt romney did not pay tax for year,Harry Reid," August 6, 2012",pants-fire
20268,20268,By Brittany Alana Davis ,say rep connie mack passed only one bill seven year,American Bridge 21st Century," August 6, 2012",mostly-true
20269,20269,By Michael Collins ,say that president obama said that small business succeed because government,Chuck Fleischmann," August 6, 2012",false
20270,20270,By Tom Kertscher ,her nearly decade and half congress tammy baldwin ha sponsored bill only three have been enacted into law,Jeff Fitzgerald," August 6, 2012",mostly-true
20271,20271,By Erin O'Neill ,gun have murdered more american here home recent year than have died the battlefield iraq and afghanistan,Frank Lautenberg," August 6, 2012",half-true
20272,20272,By Willoughby Mariano ,say his plan end the toll fulfills his campaign promise commuter,Nathan Deal," August 6, 2012",barely-true
20273,20273,By Dave Umhoefer ,congressman mark neumann voted four time increase our debt,Eric Hovde," August 5, 2012",half-true
20274,20274,By Bill Wichert ,say congressman jon runyan doe not want cut tax for the middle class but only for millionaire,Democratic Congressional Campaign Committee," August 5, 2012",barely-true
20275,20275,By C. Eugene Emery Jr. ,april study found that about percent ad this election cycle have been negative due superpacs from only percent through the same period,Sheldon Whitehouse," August 5, 2012",mostly-true
20276,20276,By Janie Har ,say about oregon inmate are prison for violent crime and serious sex offense,Steve Doell," August 3, 2012",true
20277,20277,By Ian K. Kullgren ,say measure one the most significant reason for decrease violent crime,Steve Doell," August 3, 2012",mostly-true
20278,20278,By W. Gardner Selby ,say the largest tax increase american history set occur january unless president obama and congress can come agreement,"Francisco ""Quico"" Canseco"," August 3, 2012",half-true
20279,20279,By Molly Moorhead ,mitt romney proposing tax plan that would give millionaire another tax break and raise tax middle class family year,Barack Obama," August 3, 2012",mostly-true
20280,20280,By Sean Gorman ,tim kaine governor proposed tax increase people earning little,George Allen," August 3, 2012",true
20281,20281,By Tom Kertscher ,say senate opponent eric hovde supported billion stimulus for high speed rail and billion more bail out bank,Mark Neumann," August 3, 2012",half-true
20282,20282,By Erin O'Neill ,the president health care law raid medicare more than billion and creates medicare rationing board group unelected bureaucrat slow the growth medicare spending,Scott Garrett," August 3, 2012",barely-true
20283,20283,By Stephen Koff ,betty sutton voted destroy medicare,National Republican Congressional Committee," August 3, 2012",false
20284,20284,By Willoughby Mariano ,there are close unemployed veteran america right now,Sanford Bishop," August 3, 2012",true
20285,20285,By Louis Jacobson ,one out every two kid who are graduating college right now can find job,Republican Jewish Coalition," August 2, 2012",mostly-true
20286,20286,By Katie Sanders ,john mica voted borrow trillion,Sandy Adams," August 2, 2012",half-true
20287,20287,By Sue Owen ,say american family food stamp,Sarah Palin," August 2, 2012",true
20288,20288,By Bill Wichert ,the judicial system the most underfunded this state able only pay percent it obligation meanwhile judge get some the richest pension all public employee,Shirley Turner," August 2, 2012",true
20289,20289,By Stephen Koff ,under the obama administration bailout general motor ohio dealership were forced close,Mitt Romney," August 2, 2012",half-true
20290,20290,By C. Eugene Emery Jr. ,the congressional budget office ha already doubled it estimate for the cost obamacare far from roughly billion trillion,Michael Riley," August 2, 2012",false
20291,20291,By Louis Jacobson ,olympic medal winner will owe the irs,Americans For Tax Reform," August 1, 2012",barely-true
20292,20292,By Jon Greenberg ,typical for presidential candidate release year tax return,Bill Clinton," August 1, 2012",half-true
20293,20293,By Amy Sherman ,president obama ha added billion debt every day,Crossroads GPS," August 1, 2012",half-true
20294,20294,By Sue Owen ,say milken institute rated san antonio nation top performing local economy,Julián Castro," August 1, 2012",true
20295,20295,By Tom Humphrey ,foreign chinese prostitution money allegedly behind the group funding congressman scott desjarlais republican majority,Democratic Congressional Campaign Committee," August 1, 2012",pants-fire
20296,20296,By Dave Umhoefer ,say senate candidate eric hovde ha problem with raising tax,Club for Growth," August 1, 2012",barely-true
20297,20297,By Bill Wichert ,say under federal law not have any limitation the number gun and bullet can buy,Robert Menendez," August 1, 2012",true
20298,20298,By Tom Mooney ,after the terrorist attack grounded commercial air traffic there wa temperature drop while the airplane weren flying for the week afterwards,Michael J. Gardiner," August 1, 2012",barely-true
20299,20299,By Maryalice Gill ,the president first major foreign policy speech cairo wa apologize for our country,Kelly Ayotte," July 31, 2012",false
20300,20300,By Molly Moorhead ,today the walton family walmart own more wealth than the bottom percent america,Bernie Sanders," July 31, 2012",true
20301,20301,By Jon Greenberg ,president ronald reagan sent troop into conflict only one circumstance which wa grenada were peacekeeping setting lebanon,Mitt Romney," July 31, 2012",barely-true
20302,20302,By Katie Sanders ,embryonic stem cell research dead end with one good example successful treatment,Dave Weldon," July 31, 2012",barely-true
20303,20303,By Tom Kertscher ,say million dollar tax break were paid for busting union cutting badgercare and raising tax the poor and the middle class thanks elizabeth coggs help,We Are Milwaukee," July 31, 2012",pants-fire
20304,20304,By Jon Greenberg ,the white house ha three staff calligrapher making between and each and just one national security director she make,Mike Huckabee," July 30, 2012",barely-true
20305,20305,By Amy Sherman ,fcat test account for less than percent the instructional time provided during the year,Gerard Robinson," July 30, 2012",false
20306,20306,By Dave Umhoefer ,donna shalala left with million dos smallpox vaccine and created enough vaccinate every man woman and child against smallpox america,Tommy Thompson," July 30, 2012",true
20307,20307,By Erin O'Neill ,what look every month how many more new jerseyans are back work you have another last month that are back work and over almost that are back work now since became governor,Chris Christie," July 30, 2012",false
20308,20308,By Bartholomew Sullivan ,say his patent ultrasound have revolutionized modern medicine,George Flinn," July 30, 2012",pants-fire
20309,20309,By Sean Gorman ,say former sen george allen voted four time raise his own pay,Tim Kaine," July 30, 2012",mostly-true
20310,20310,By Guy Boulton ,study showed that president barack obama health care reform will devastate wisconsin pushing people off employer sponsored insurance driving premium increasing dependency and making people ineligible for medicaid,Scott Walker," July 29, 2012",false
20311,20311,By Bill Wichert ,say chris christie ha refused fund pension billion dollar and got legislative approval begin properly funding pension,Dannel Malloy," July 29, 2012",mostly-true
20312,20312,By Jake Berry ,say democrat racked billion state deficit while republican under bill brien balanced the budget,New Boston Republican Committee," July 29, 2012",false
20313,20313,By Edward Fitzpatrick ,the largest number bankruptcy our country are really result health care,Patrick Kennedy," July 29, 2012",half-true
20314,20314,By Eric Stirgus ,the voting public had say the atlanta region proposed transportation project list,Lights For Liberty," July 28, 2012",barely-true
20315,20315,By Sue Owen ,say giving seven alaskan island russia,Wes Riddle," July 27, 2012",false
20316,20316,By Ian K. Kullgren ,say minnesota ha more fortune company than oregon and one the most obvious difference they invested their school,Jefferson Smith," July 27, 2012",mostly-true
20317,20317,By W. Gardner Selby ,say donna campbell pushing percent sale tax extending medicine grocery and real estate,Jeff Wentworth," July 27, 2012",pants-fire
20318,20318,By Jon Greenberg ,say romney had the uniform for the winter olympic game made burma,Priorities USA Action," July 27, 2012",barely-true
20319,20319,By Michael Collins ,diane black voted fund obamacare,Lou Ann Zelenik," July 27, 2012",false
20320,20320,By W. Gardner Selby ,say politifact validated and independently documented it criminal history claim about adan ballesteros,Texans for Accountable Government," July 27, 2012",barely-true
20321,20321,By Tom Kertscher ,say rep sean duffy among seven tea party freshman who spent average car for themselves,Scott  Keyes," July 27, 2012",pants-fire
20322,20322,By Erin O'Neill ,watch the news from colorado with horror and sympathy for the family should remember that each day more than american are killed gunfire unnecessary tragedy,Rush Holt," July 27, 2012",half-true
20323,20323,By Nancy  Madsen ,ended time governor with general fund budget that wa smaller than the one started with,Tim Kaine," July 27, 2012",true
20324,20324,By Joe Guillen ,mike dovilla big idea like expanding the ohio motion picture tax credit which helped bring film like the avenger cleveland have helped make our state the midwest for job creation,Mike Dovilla," July 27, 2012",half-true
20325,20325,By Willoughby Mariano ,tax grocery and medicine will rise under plan improve road and rail for metro atlanta,Vincent Fort," July 27, 2012",mostly-true
20326,20326,By C. Eugene Emery Jr. ,anthony gemma described himself pro life candidate now claim pro choice,NARAL Pro-Choice America," July 27, 2012",true
20327,20327,By W. Gardner Selby ,say ha seen border patrol sign near the mexico border english spanish and chinese,David Dewhurst," July 26, 2012",true
20328,20328,By Louis Jacobson ,president obama wa saying success the result government not hard working people when said you got business you didn build that somebody else made that happen,Mitt Romney," July 26, 2012",false
20329,20329,By Amy Sherman ,twenty two year ago when wa running for governor bill nelson missed percent his vote the house,Connie Mack," July 26, 2012",true
20330,20330,By Molly Moorhead ,say india gained job thanks romney,Priorities USA Action," July 26, 2012",half-true
20331,20331,By Sue Owen ,say david dewhurst explicitly advocated guest worker program for all illegal immigrant,Ted Cruz," July 26, 2012",mostly-true
20332,20332,By James B. Nelson ,the new state senate district wa created secret for van wanggaard wa drawn within half block his house,John Lehman," July 26, 2012",true
20333,20333,By Erin O'Neill ,created many job the first six month this year did all and wa the best single year for private sector job growth since the year,Chris Christie," July 26, 2012",true
20334,20334,By Louis Jacobson ,thousand china owe their job mitt romney company,Priorities USA Action," July 25, 2012",half-true
20335,20335,By Jon Greenberg ,say mitt romney backed bill that outlaw all abortion even case rape and incest,Barack Obama," July 25, 2012",pants-fire
20336,20336,By Katie Sanders ,say barack obama counted sandy adam approve stimulus spending,John Mica," July 25, 2012",pants-fire
20337,20337,By Jon Greenberg ,there loophole where you can sell gun without background check percent gun are sold that way gun show and over the internet,Michael Bloomberg," July 25, 2012",half-true
20338,20338,By Amy Sherman ,this year congress connie mack ha missed almost half his vote,Dave Weldon," July 25, 2012",barely-true
20339,20339,By Tom Kertscher ,obamacare the biggest tax increase american history,Mark Neumann," July 25, 2012",false
20340,20340,By Angie Drobnic Holan ,the health care law includes sale tax all real estate transaction,Chain email," July 25, 2012",pants-fire
